,Airport_name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz,Type,Source,Attraction_html
2974,Piedmont Triad International Airport,Greensboro,United States,GSO,KGSO,36.097801208496094,-79.93730163574219,925,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g60845-Activities-Greensboro_North_Carolina.html
2975,Ayers Rock Connellan Airport,Uluru,Australia,AYQ,YAYE,-25.1861,130.975998,1626,9.5,N,Australia/Darwin,airport,OurAirports,https://www.tripadvisor.com/Attractions-g256205-Activities-Uluru_Kata_Tjuta_National_Park_Red_Centre_Northern_Territory.html
2976,LTS Pulau Redang Airport,Redang,Malaysia,RDN,WMPR,5.765279769897461,103.00700378417969,36,8,N,Asia/Kuala_Lumpur,airport,OurAirports,https://www.tripadvisor.com/Attractions-g304006-Activities-Pulau_Redang_Terengganu.html
2977,Charlottesville Albemarle Airport,Charlottesville VA,United States,CHO,KCHO,38.13859939575195,-78.4529037475586,639,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g57592-Activities-Charlottesville_Virginia.html
2978,Evansville Regional Airport,Evansville,United States,EVV,KEVV,38.0369987488,-87.53240203860001,418,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g37093-Activities-Evansville_Indiana.html
2979,Albuquerque International Sunport Airport,Albuquerque,United States,ABQ,KABQ,35.04019927978516,-106.60900115966795,5355,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g60933-Activities-Albuquerque_New_Mexico.html
2980,Gallatin Field,Bozeman,United States,BZN,KBZN,45.77750015,-111.15299990000001,4473,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g45095-Activities-Bozeman_Montana.html
2981,Billings Logan International Airport,Billings,United States,BIL,KBIL,45.807701110839844,-108.54299926757812,3652,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g45086-Activities-Billings_Montana.html
2982,Bert Mooney Airport,Butte,United States,BTM,KBTM,45.95479965209961,-112.49700164794922,5550,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g45106-Activities-Butte_Montana.html
2983,Hancock County-Bar Harbor Airport,Bar Harbor,United States,BHB,KBHB,44.45000076,-68.36150359999999,83,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g60709-Activities-Bar_Harbor_Mount_Desert_Island_Maine.html
2984,Knox County Regional Airport,Rockland,United States,RKD,KRKD,44.06010056,-69.09919739,56,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g40840-Activities-Rockland_Maine.html
2985,Jackson Hole Airport,Jacksn Hole,United States,JAC,KJAC,43.6072998046875,-110.73799896240234,6451,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1798760-Activities-Jackson_Hole_Wyoming.html
2986,Chicago Rockford International Airport,Rockford,United States,RFD,KRFD,42.19540023803711,-89.09719848632812,742,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g36619-Activities-Rockford_Illinois.html
2987,Sanya Phoenix International Airport,Sanya,China,SYX,ZJSY,18.30290031433105,109.41200256347656,92,8,U,Asia/Shanghai,airport,OurAirports,https://www.tripadvisor.com/Attractions-g297427-Activities-Sanya_Hainan.html
2988,Milford Sound Airport,Milford Sound,New Zealand,MFN,NZMF,-44.673301696777344,167.92300415039062,10,12,Z,Pacific/Auckland,airport,OurAirports,https://www.tripadvisor.com/Attractions-g255121-Activities-Milford_Sound_Southland_Region_South_Island.html
2989,Lijiang Airport,Lijiang,China,LJG,ZPLJ,26.6800003052,100.24600219700001,0,8,U,Asia/Shanghai,airport,OurAirports,https://www.tripadvisor.com/Attractions-g303783-Activities-Lijiang_Yunnan.html
2990,Greenville Spartanburg International Airport,Greenville,United States,GSP,KGSP,34.895698547399995,-82.2189025879,964,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g54258-Activities-Greenville_South_Carolina.html
2991,Mid Delta Regional Airport,Greenville,United States,GLH,KGLH,33.482898712158196,-90.98560333251952,131,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g54258-Activities-Greenville_South_Carolina.html
2992,Pitt Greenville Airport,Greenville,United States,PGV,KPGV,35.6352005,-77.38529968,26,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g54258-Activities-Greenville_South_Carolina.html
2993,Cape Palmas Airport,Greenville,Liberia,CPA,GLCP,4.3790202140808105,-7.696949958801269,20,0,U,Africa/Monrovia,airport,OurAirports,https://www.tripadvisor.com/Attractions-g54258-Activities-Greenville_South_Carolina.html
2994,Donaldson Center Airport,Greenville,United States,GYH,KGYH,34.7583007812,-82.3764038086,955,-4,A,\N,airport,OurAirports,https://www.tripadvisor.com/Attractions-g54258-Activities-Greenville_South_Carolina.html
2995,Greenville Downtown Airport,Greenville,United States,GMU,KGMU,34.847900390599996,-82.34999847410002,1048,-4,A,\N,airport,OurAirports,https://www.tripadvisor.com/Attractions-g54258-Activities-Greenville_South_Carolina.html
2996,Central Illinois Regional Airport at Bloomington-Normal,Bloomington,United States,BMI,KBMI,40.47710037,-88.91590118,871,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g42881-Activities-Bloomington_Minnesota.html
2997,Monroe County Airport,Bloomington,United States,BMG,KBMG,39.14599990844727,-86.61669921875,846,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g42881-Activities-Bloomington_Minnesota.html
2998,Gulfport Biloxi International Airport,Gulfport,United States,GPT,KGPT,30.40730094909668,-89.07009887695312,28,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g43802-Activities-Gulfport_Mississippi.html
2999,Kalamazoo Battle Creek International Airport,Kalamazoo,United States,AZO,KAZO,42.234901428222656,-85.5521011352539,874,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g42354-Activities-Kalamazoo_Kalamazoo_County_Michigan.html
3000,Toledo Express Airport,Toledo,United States,TOL,KTOL,41.58679962,-83.80780029,683,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g51048-Activities-Toledo_Ohio.html
3001,Toledo Airport,Toledo,Brazil,TOW,SBTD,-24.68630027770996,-53.6974983215332,1843,-3,S,America/Sao_Paulo,airport,OurAirports,https://www.tripadvisor.com/Attractions-g51048-Activities-Toledo_Ohio.html
3002,Fort Wayne International Airport,Fort Wayne,United States,FWA,KFWA,40.97850037,-85.19509888,814,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g37114-Activities-Fort_Wayne_Indiana.html
3003,Decatur Airport,Decatur,United States,DEC,KDEC,39.83459854125977,-88.8656997680664,682,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g34895-Activities-Decatur_Georgia.html
3004,La Crosse Municipal Airport,La Crosse,United States,LSE,KLSE,43.879002,-91.256699,655,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g60015-Activities-La_Crosse_Wisconsin.html
3005,General Wayne A. Downing Peoria International Airport,Peoria,United States,PIA,KPIA,40.664199829100006,-89.6932983398,660,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g36538-Activities-Peoria_Illinois.html
3006,Appleton International Airport,Appleton,United States,ATW,KATW,44.258098602299995,-88.51909637450001,918,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g30330-Activities-Appleton_Wisconsin.html
3007,University of Illinois Willard Airport,Champaign,United States,CMI,KCMI,40.03919983,-88.27809906,755,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g35790-Activities-Champaign_Champaign_Urbana_Illinois.html
3008,Manhattan Regional Airport,Manhattan,United States,MHK,KMHK,39.14099884033203,-96.6707992553711,1057,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g32678-Activities-Manhattan_Beach_California.html
3009,Kingscote Airport,Kingscote,Australia,KGC,YKSC,-35.71390151977539,137.52099609375,24,9.5,O,Australia/Adelaide,airport,OurAirports,https://www.tripadvisor.com/Attractions-g261647-Activities-Kingscote_Kangaroo_Island_South_Australia.html
3010,Hervey Bay Airport,Hervey Bay,Australia,HVB,YHBA,-25.3188991547,152.880004883,60,10,O,Australia/Brisbane,airport,OurAirports,https://www.tripadvisor.com/Attractions-g255404-Activities-Hervey_Bay_Fraser_Coast_Queensland.html
3011,Dali Airport,Dali,China,DLU,ZPDL,25.649401,100.319,7050,8,U,Asia/Shanghai,airport,OurAirports,https://www.tripadvisor.com/Attractions-g297452-Activities-Dalian_Liaoning.html
3012,Sharm El Sheikh International Airport,Sharm El Sheikh,Egypt,SSH,HESH,27.977300643899998,34.3950004578,143,2,N,Africa/Cairo,airport,OurAirports,https://www.tripadvisor.com/Attractions-g297555-Activities-Sharm_El_Sheikh_South_Sinai_Red_Sea_and_Sinai.html
3013,Venango Regional Airport,Franklin,United States,FKL,KFKL,41.3778991699,-79.8603973389,1540,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g55055-Activities-Franklin_Tennessee.html
3014,Armidale Airport,Armidale,Australia,ARM,YARM,-30.5280990601,151.617004395,3556,10,O,Australia/Sydney,airport,OurAirports,https://www.tripadvisor.com/Attractions-g255315-Activities-Armidale_New_South_Wales.html
3015,St George Municipal Airport,Saint George,United States,SGU,KSGU,37.0363888889,-113.510305556,2941,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g57119-Activities-St_George_Utah.html
3016,Sarasota Bradenton International Airport,Sarasota,United States,SRQ,KSRQ,27.39539909362793,-82.55439758300781,30,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g34618-Activities-Sarasota_Florida.html
3017,L.F. Wade International International Airport,Bermuda,Bermuda,BDA,TXKF,32.363998413085945,-64.67870330810547,12,-4,A,Atlantic/Bermuda,airport,OurAirports,https://www.tripadvisor.com/Attractions-g147255-Activities-Bermuda.html
3018,Quad City International Airport,Moline,United States,MLI,KMLI,41.44850158691406,-90.50749969482422,590,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g36382-Activities-Moline_Illinois.html
3019,Honiara International Airport,Honiara,Solomon Islands,HIR,AGGH,-9.4280004501343,160.05499267578,28,11,U,Pacific/Guadalcanal,airport,OurAirports,https://www.tripadvisor.com/Attractions-g294140-Activities-Honiara_Guadalcanal_Island.html
3020,Faa'a International Airport,Papeete,French Polynesia,PPT,NTAA,-17.5536994934,-149.60699462899998,5,-10,U,Pacific/Tahiti,airport,OurAirports,https://www.tripadvisor.com/Attractions-g294352-Activities-Papeete_Tahiti_Society_Islands.html
3021,Nauru International Airport,Nauru,Nauru,INU,ANYN,-0.547458,166.919006,22,12,U,Pacific/Nauru,airport,OurAirports,https://www.tripadvisor.com/Attractions-g294127-Activities-Nauru.html
3022,Funafuti International Airport,Funafuti,Tuvalu,FUN,NGFU,-8.525,179.195999,9,12,U,Pacific/Funafuti,airport,OurAirports,https://www.tripadvisor.com/Attractions-g294482-Activities-Funafuti.html
3023,Tolmachevo Airport,Novosibirsk,Russia,OVB,UNNT,55.012599945068,82.650703430176,365,7,N,Asia/Krasnoyarsk,airport,OurAirports,https://www.tripadvisor.com/Attractions-g298529-Activities-Novosibirsk_Novosibirsky_District_Novosibirsk_Oblast_Siberian_District.html
3024,Novosibirsk North Airport,Novosibirsk,Russia,\N,UNCC,55.09170150756836,82.90670013427734,558,7,N,Asia/Krasnoyarsk,airport,OurAirports,https://www.tripadvisor.com/Attractions-g298529-Activities-Novosibirsk_Novosibirsky_District_Novosibirsk_Oblast_Siberian_District.html
3025,Yeltsovka Airport,Novosibirsk,Russia,\N,UNNE,55.09239959716797,83.00450134277344,617,7,N,Asia/Krasnoyarsk,airport,OurAirports,https://www.tripadvisor.com/Attractions-g298529-Activities-Novosibirsk_Novosibirsky_District_Novosibirsk_Oblast_Siberian_District.html
3026,Samsø Airport,Samsoe,Denmark,\N,EKSS,55.88949966430664,10.613699913024902,1,1,E,Europe/Copenhagen,airport,OurAirports,https://www.tripadvisor.com/Attractions-g670016-Activities-Samsoe_Jutland.html
3027,Xieng Khouang Airport,Phon Savan,Laos,XKH,VLXK,19.450000762939453,103.15799713134766,3445,7,U,Asia/Vientiane,airport,OurAirports,https://www.tripadvisor.com/Attractions-g2237519-Activities-Phon_Phisai_Nong_Khai_Province.html
3028,Bismarck Municipal Airport,Bismarck,United States,BIS,KBIS,46.77270126342773,-100.74600219726562,1661,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g49709-Activities-Bismarck_North_Dakota.html
3029,Telluride Regional Airport,Telluride,United States,TEX,KTEX,37.9538002,-107.90799709999999,9070,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g33667-Activities-Telluride_Colorado.html
3030,Yinchuan Airport,Yinchuan,China,INC,ZLIC,38.481899,106.009003,0,8,U,Asia/Shanghai,airport,OurAirports,https://www.tripadvisor.com/Attractions-g494938-Activities-Yinchuan_Ningxia.html
3031,Bishop International Airport,Flint,United States,FNT,KFNT,42.96540069580078,-83.74359893798828,782,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g42207-Activities-Flint_Michigan.html
3032,Francisco Bangoy International Airport,Davao,Philippines,DVO,RPMD,7.1255202293396,125.64600372314452,96,8,N,Asia/Manila,airport,OurAirports,https://www.tripadvisor.com/Attractions-g298459-Activities-Davao_City_Davao_del_Sur_Province_Mindanao.html
3033,Madeira Airport,Funchal,Portugal,FNC,LPMA,32.697898864746,-16.774499893188,192,0,E,Europe/Lisbon,airport,OurAirports,https://www.tripadvisor.com/Attractions-g189167-Activities-Funchal_Madeira_Madeira_Islands.html
3034,Maestro Wilson Fonseca Airport,Santarem,Brazil,STM,SBSN,-2.424721956253052,-54.78583145141602,198,-3,S,America/Belem,airport,OurAirports,https://www.tripadvisor.com/Attractions-g659913-Activities-Santarem_Santarem_District_Central_Portugal.html
3035,Sihanoukville International Airport,Sihanoukville,Cambodia,KOS,VDSV,10.57970047,103.637001038,33,7,N,Asia/Phnom_Penh,airport,OurAirports,https://www.tripadvisor.com/Attractions-g325573-Activities-Sihanoukville_Sihanoukville_Province.html
3036,Fazenda Campo Verde Airport,Sihanoukville,Cambodia,\N,SNKV,1.04278004169,-50.5167007446,49,-3,N,America/Fortaleza,airport,OurAirports,https://www.tripadvisor.com/Attractions-g325573-Activities-Sihanoukville_Sihanoukville_Province.html
3037,Hawke's Bay Airport,NAPIER,New Zealand,NPE,NZNR,-39.465801,176.869995,6,12,Z,Pacific/Auckland,airport,OurAirports,https://www.tripadvisor.com/Attractions-g255109-Activities-Napier_Hawke_s_Bay_Region_North_Island.html
3038,Levuka Airfield,Levuka,Fiji,LEV,NFNB,-17.7110996246,178.75900268599997,11,12,N,Pacific/Fiji,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1827353-Activities-Levuka_Ovalau_Island_Lomaiviti_Islands.html
3039,Lhasa Gonggar Airport,Lhasa,China,LXA,ZULS,29.2978000641,90.9119033813,11713,8,U,Asia/Shanghai,airport,OurAirports,https://www.tripadvisor.com/Attractions-g294223-Activities-Lhasa_Tibet.html
3040,Redding Municipal Airport,Redding,United States,RDD,KRDD,40.50899887,-122.2929993,505,-8,A,America/Los_Angeles,airport,OurAirports,https://www.tripadvisor.com/Attractions-g32952-Activities-Redding_California.html
3041,Mahlon Sweet Field,Eugene,United States,EUG,KEUG,44.12459945678711,-123.21199798583984,374,-8,A,America/Los_Angeles,airport,OurAirports,https://www.tripadvisor.com/Attractions-g51862-Activities-Eugene_Oregon.html
3042,Rogue Valley International Medford Airport,Medford,United States,MFR,KMFR,42.37419891357422,-122.8730010986328,1335,-8,A,America/Los_Angeles,airport,OurAirports,https://www.tripadvisor.com/Attractions-g51965-Activities-Medford_Oregon.html
3043,Kaikoura Airport,Kaikoura,New Zealand,KBZ,NZKI,-42.42499923706055,173.60499572753906,20,12,Z,Pacific/Auckland,airport,OurAirports,https://www.tripadvisor.com/Attractions-g255374-Activities-Kaikoura_Canterbury_Region_South_Island.html
3044,Roberts Field,Redmond-Bend,United States,RDM,KRDM,44.254100799999996,-121.15000149999999,3080,-8,A,America/Los_Angeles,airport,OurAirports,https://www.tripadvisor.com/Attractions-g51766-Activities-Bend_Central_Oregon_Oregon.html
3045,Picton Aerodrome,Picton,New Zealand,PCN,NZPN,-41.346099853516,173.95599365233997,161,12,Z,Pacific/Auckland,airport,OurAirports,https://www.tripadvisor.com/Attractions-g285728-Activities-Picton_Marlborough_Region_South_Island.html
3046,Hosea Kutako International Airport,Windhoek,Namibia,WDH,FYWH,-22.4799,17.4709,5640,1,S,Africa/Windhoek,airport,OurAirports,https://www.tripadvisor.com/Attractions-g293821-Activities-Windhoek_Khomas_Region.html
3047,Eros Airport,Windhoek,Namibia,ERS,FYWE,-22.612199783325195,17.080400466918945,5575,1,S,Africa/Windhoek,airport,OurAirports,https://www.tripadvisor.com/Attractions-g293821-Activities-Windhoek_Khomas_Region.html
3048,Yaoqiang Airport,Jinan,China,TNA,ZSJN,36.857200622558594,117.21600341796876,76,8,U,Asia/Shanghai,airport,OurAirports,https://www.tripadvisor.com/Attractions-g297457-Activities-Jinan_Shandong.html
3049,Changzhou Benniu Airport,Changzhou,China,CZX,ZSCG,31.919701,119.778999,0,8,U,Asia/Shanghai,airport,OurAirports,https://www.tripadvisor.com/Attractions-g656832-Activities-Changzhou_Jiangsu.html
3050,Yibin Caiba Airport,Yibin,China,YBP,ZUYB,28.8005555556,104.545,924,8,U,Asia/Shanghai,airport,OurAirports,https://www.tripadvisor.com/Attractions-g679673-Activities-Yibin_Sichuan.html
3051,Roshchino International Airport,Tyumen,Russia,TJM,USTR,57.189601898199996,65.3243026733,378,5,N,Asia/Yekaterinburg,airport,OurAirports,https://www.tripadvisor.com/Attractions-g662362-Activities-Tyumen_Tyumen_Oblast_Urals_District.html
3052,Huntsville International Carl T Jones Field,Huntsville,United States,HSV,KHSV,34.637199401855,-86.775100708008,629,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g30620-Activities-Huntsville_Alabama.html
3053,Madison County Executive Airport-Tom Sharp Jr Field,Huntsville,United States,\N,KMDQ,34.861400599999996,-86.55750275,756,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g30620-Activities-Huntsville_Alabama.html
3054,Huntsville Regional Airport,Huntsville,United States,HTV,KUTS,30.7469005585,-95.5871963501,363,\N,\N,\N,airport,OurAirports,https://www.tripadvisor.com/Attractions-g30620-Activities-Huntsville_Alabama.html
3055,Mid Ohio Valley Regional Airport,PARKERSBURG,United States,PKB,KPKB,39.34510040283203,-81.43920135498047,858,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g59401-Activities-Parkersburg_West_Virginia.html
3056,Montgomery Regional (Dannelly Field) Airport,MONTGOMERY,United States,MGM,KMGM,32.30059814,-86.39399719,221,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g30712-Activities-Montgomery_Alabama.html
3057,Tri Cities Regional Tn Va Airport,BRISTOL,United States,TRI,KTRI,36.47520065307617,-82.40740203857422,1519,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g186220-Activities-Bristol_England.html
3058,Barkley Regional Airport,PADUCAH,United States,PAH,KPAH,37.06079864501953,-88.7738037109375,410,-6,A,America/Chicago,airport,OurAirports,https://www.tripadvisor.com/Attractions-g39725-Activities-Paducah_Kentucky.html
3059,Djibouti-Ambouli Airport,Djibouti,Djibouti,JIB,HDAM,11.547300338745115,43.15950012207031,49,3,U,Africa/Djibouti,airport,OurAirports,https://www.tripadvisor.com/Attractions-g293787-Activities-Djibouti.html
3060,Haikou Meilan International Airport,Haikou,China,HAK,ZJHK,19.93490028381348,110.45899963378906,75,8,U,Asia/Shanghai,airport,OurAirports,https://www.tripadvisor.com/Attractions-g297425-Activities-Haikou_Hainan.html
3061,Page Municipal Airport,Page,United States,PGA,KPGA,36.92610168,-111.447998,4316,-7,A,America/Phoenix,airport,OurAirports,https://www.tripadvisor.com/Attractions-g60834-Activities-Page_Arizona.html
3062,Utila Airport,Utila,Honduras,UII,MHUT,16.1131,-86.880302,29,-6,U,America/Tegucigalpa,airport,OurAirports,https://www.tripadvisor.com/Attractions-g292020-Activities-Utila_Bay_Islands.html
3063,Glacier Park International Airport,Kalispell,United States,FCA,KGPI,48.31050109863281,-114.25599670410156,2977,-7,A,America/Denver,airport,OurAirports,https://www.tripadvisor.com/Attractions-g45235-Activities-Kalispell_Montana.html
3064,MBS International Airport,Saginaw,United States,MBS,KMBS,43.532901763916016,-84.07959747314453,668,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g42665-Activities-Saginaw_Michigan.html
3065,Greater Binghamton/Edwin A Link field,Binghamton,United States,BGM,KBGM,42.20869827,-75.97979736,1636,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g47320-Activities-Binghamton_New_York.html
3066,Baghdad International Airport,Baghdad,Iraq,BGW,ORBI,33.262500762900004,44.2346000671,114,3,U,Asia/Baghdad,airport,OurAirports,https://www.tripadvisor.com/Attractions-g294001-Activities-Baghdad_Baghdad_Province.html
3067,Nan Airport,Nan,Thailand,NNT,VTCN,18.807899475097656,100.78299713134766,685,7,U,Asia/Bangkok,airport,OurAirports,https://www.tripadvisor.com/Attractions-g29527-Activities-Nantucket_Massachusetts.html
3068,Buri Ram Airport,Buri Ram,Thailand,BFV,VTUO,15.229499816894533,103.25299835205078,590,7,U,Asia/Bangkok,airport,OurAirports,https://www.tripadvisor.com/Attractions-g303912-Activities-Lop_Buri_Lopburi_Province.html
3069,Trat Airport,Trat,Thailand,TDX,VTBO,12.274600029,102.319000244,105,7,U,Asia/Bangkok,airport,OurAirports,https://www.tripadvisor.com/Attractions-g612387-Activities-Trat_Trat_Province.html
3070,Blythe Airport,Blythe,United States,BLH,KBLH,33.6192016602,-114.717002869,399,-8,A,America/Los_Angeles,airport,OurAirports,https://www.tripadvisor.com/Attractions-g32089-Activities-Blythe_California.html
3071,Al Taqaddum Air Base,Al Taqaddum,Iraq,\N,ORAT,33.33810043335,43.597099304199,275,3,U,Asia/Baghdad,airport,OurAirports,https://www.tripadvisor.com/Attractions-g187820-Activities-Monterosso_al_Mare_Cinque_Terre_Italian_Riviera_Liguria.html
3072,Sandakan Airport,Sandakan,Malaysia,SDK,WBKS,5.900899887084961,118.05899810791016,46,8,N,Asia/Kuala_Lumpur,airport,OurAirports,https://www.tripadvisor.com/Attractions-g303997-Activities-Sandakan_Sandakan_Division_Sabah.html
3073,Oudomsay Airport,Muang Xay,Laos,ODY,VLOS,20.68269920349121,101.99400329589844,1804,7,N,Asia/Vientiane,airport,OurAirports,https://www.tripadvisor.com/Attractions-g668419-Activities-Muang_Tak_Tak_Province.html
3074,Taoxian Airport,Shenyang,China,SHE,ZYTX,41.63980102539063,123.48300170898438,198,8,U,Asia/Shanghai,airport,OurAirports,https://www.tripadvisor.com/Attractions-g297454-Activities-Shenyang_Liaoning.html
3075,Shenyang Dongta Airport,Shenyang,China,\N,ZYYY,41.784400939941406,123.49600219726562,0,\N,\N,\N,airport,OurAirports,https://www.tripadvisor.com/Attractions-g297454-Activities-Shenyang_Liaoning.html
3076,Petersburg James A Johnson Airport,Petersburg,United States,PSG,PAPG,56.80170059,-132.9450073,111,-9,A,America/Anchorage,airport,OurAirports,https://www.tripadvisor.com/Attractions-g60931-Activities-Petersburg_Virginia.html
3077,Dinwiddie County Airport,Petersburg,United States,PTB,KPTB,37.183799743652,-77.507400512695,193,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g60931-Activities-Petersburg_Virginia.html
3078,Luoyang Airport,Luoyang,China,LYA,ZHLY,34.741100311299995,112.38800048799999,840,8,U,Asia/Shanghai,airport,OurAirports,https://www.tripadvisor.com/Attractions-g303731-Activities-Luoyang_Henan.html
3079,Xuzhou Guanyin Airport,Xuzhou,China,XUZ,ZSXZ,34.059056,117.555278,0,8,U,Asia/Shanghai,airport,OurAirports,https://www.tripadvisor.com/Attractions-g658437-Activities-Xuzhou_Jiangsu.html
3080,Cà Mau Airport,Ca Mau,Vietnam,CAH,VVCM,9.177667,105.177778,6,7,U,Asia/Saigon,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1568668-Activities-Ca_Mau_Ca_Mau_Province_Mekong_Delta.html
3081,Bol Airport,Brac,Croatia,BWK,LDSB,43.28570175170898,16.67970085144043,1776,1,E,Europe/Zagreb,airport,OurAirports,https://www.tripadvisor.com/Attractions-g608703-Activities-Brac_Island_Split_Dalmatia_County_Dalmatia.html
3082,Conakry International Airport,Conakry,Guinea,CKY,GUCY,9.576889999999999,-13.612,72,0,N,Africa/Conakry,airport,OurAirports,https://www.tripadvisor.com/Attractions-g293799-Activities-Conakry_Conakry_Region.html
3083,Aachen-Merzbrück Airport,Aachen,Germany,AAH,EDKA,50.82305526733398,6.186388969421388,623,1,E,Europe/Berlin,airport,OurAirports,https://www.tripadvisor.com/Attractions-g187367-Activities-Aachen_North_Rhine_Westphalia.html
3084,Orlando Sanford International Airport,Sanford,United States,SFB,KSFB,28.7775993347168,-81.23750305175781,55,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g34615-Activities-Sanford_Florida.html
3085,John Murtha Johnstown Cambria County Airport,Johnstown,United States,JST,KJST,40.31610107421875,-78.83390045166016,2284,-5,A,America/New_York,airport,OurAirports,https://www.tripadvisor.com/Attractions-g52908-Activities-Johnstown_Pennsylvania.html
3086,Lukla Airport,Lukla,Nepal,LUA,VNLK,27.686899185180664,86.72969818115234,9380,5.75,N,Asia/Katmandu,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1203015-Activities-Lukla_Sagarmatha_Zone_Eastern_Region.html
3087,Bhojpur Airport,Bhojpur,Nepal,BHP,VNBJ,27.14739990234375,87.05079650878906,4000,5.75,N,Asia/Katmandu,airport,OurAirports,https://www.tripadvisor.com/Attractions-g1508512-Activities-Bhojpur_Raisen_District_Madhya_Pradesh.html
3088,Jomsom Airport,Jomsom,Nepal,JMO,VNJS,28.780426000000002,83.723,9000,5.75,N,Asia/Katmandu,airport,OurAirports,https://www.tripadvisor.com/Attractions-g424950-Activities-Jomsom_Dhaulagiri_Zone_Western_Region.html
3089,Manang Airport,Manang,Nepal,NGX,VNMA,28.641399383544922,84.08920288085938,11001,5.75,N,Asia/Katmandu,airport,OurAirports,https://www.tripadvisor.com/Attractions-g7913442-Activities-Manang_Gandaki_Zone_Western_Region.html
3090,Tulsipur Airport,Dang,Nepal,DNP,VNDG,28.111099243164066,82.29419708251953,2100,5.75,N,Asia/Katmandu,airport,OurAirports,https://www.tripadvisor.com/Attractions-g291976-Activities-Dangriga_Stann_Creek.html
3091,Jumla Airport,Jumla,Nepal,JUM,VNJL,29.274200439453125,82.19329833984375,7700,5.75,N,Asia/Katmandu,airport,OurAirports,https://www.tripadvisor.com/Attractions-g3178808-Activities-Jumla_Karnali_Zone_Mid_Western_Region.html
3092,Taplejung Airport,Taplejung,Nepal,TPJ,VNTJ,27.3509,87.69525,7990,5.75,N,Asia/Katmandu,airport,OurAirports,https://www.tripadvisor.com/Attractions-g12616111-Activities-Taplejung_Mechi_Zone_Eastern_Region.html
